mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.17307453155517577,0.045184285601719415,0.007132720947265625,0.0051785616164863385,,4,10,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.958041958041958,0.8933566433566433,0.7818181818181817,0.96,0.8571428571428572,0.8900719280719279,0.06681892974663435,56
0.21520423889160156,0.011565260507784569,0.007626533508300781,0.0021406282983613316,,4,10,300,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",0.958041958041958,0.8933566433566433,0.7836363636363636,0.9618181818181818,0.8681318681318682,0.8929970029970029,0.06564351383884678,26
0.08055081367492675,0.01159083689532114,0.0055138587951660155,0.005057104138003491,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9475524475524475,0.8653846153846153,0.7754545454545455,0.9436363636363636,0.8663003663003662,0.8796656676656676,0.06315600138341917,81
0.15952887535095214,0.015429820591611078,0.007319116592407226,0.0029027122914646393,10,1,2,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9545454545454546,0.8793706293706294,0.7854545454545455,0.9545454545454545,0.8653846153846154,0.8878601398601399,0.0631790932884026,71
0.2434478759765625,0.01155871455046389,0.010649394989013673,0.0040525053052507,10,1,2,300,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.9545454545454546,0.8898601398601398,0.7854545454545454,0.96,0.8397435897435898,0.8859207459207459,0.06699013738170544,78
0.07194743156433106,0.0034756286741810098,0.004338264465332031,0.0019459538819938211,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9545454545454546,0.8881118881118881,0.7727272727272727,0.9472727272727273,0.8882783882783882,0.8901871461871462,0.06512377038941192,54
0.15720696449279786,0.00806327575953109,0.005514907836914063,0.0012913957194997008,10,1,5,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.958041958041958,0.8916083916083916,0.7836363636363636,0.9545454545454546,0.8681318681318682,0.8911928071928072,0.06416032273474111,44
0.2253669261932373,0.00829152975218079,0.007831335067749023,0.001730642664494306,10,1,5,300,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.9545454545454546,0.8933566433566433,0.7818181818181817,0.96,0.8608058608058607,0.890105228105228,0.06577679064950365,55
0.06999168395996094,0.0064716031910403,0.0042377948760986325,0.0014939696236594745,10,1,10,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.9493006993006993,0.8758741258741258,0.7781818181818182,0.9672727272727273,0.8791208791208791,0.8899500499500499,0.06679646131154901,60
0.14673871994018556,0.0170197443849472,0.005389642715454101,0.001377035798665093,10,1,10,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.9597902097902098,0.8863636363636364,0.7763636363636363,0.9654545454545455,0.8608058608058609,0.8897555777555777,0.0697746474665752,61
0.21776304244995118,0.014458150525345756,0.00890960693359375,0.0041126206443940225,10,1,10,300,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.9632867132867133,0.8898601398601398,0.7745454545454545,0.9636363636363636,0.858974358974359,0.8900606060606062,0.07083163143188098,59
0.07616424560546875,0.008365680233036613,0.004526472091674805,0.0016649025727021594,10,2,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.951048951048951,0.8846153846153846,0.7890909090909091,0.96,0.8589743589743589,0.8887459207459207,0.06291794650541452,70
0.1714695930480957,0.008645029864342749,0.008241510391235352,0.0020792924925302817,10,2,2,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.958041958041958,0.8986013986013986,0.7872727272727272,0.9618181818181818,0.8663003663003663,0.8944069264069263,0.06462043569870618,16
0.2537642002105713,0.038778828635951286,0.010796213150024414,0.0024944331817682987,10,2,2,300,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.958041958041958,0.8916083916083916,0.7909090909090909,0.9618181818181818,0.8534798534798534,0.8911714951714952,0.06470859846890603,45
0.0803314208984375,0.006976426929720397,0.004515600204467773,0.0010356658880857018,10,2,5,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9458041958041958,0.8863636363636365,0.8090909090909091,0.9618181818181818,0.8754578754578755,0.8957069597069598,0.05455289191595292,3
0.21227827072143554,0.017249661543382075,0.005347013473510742,0.0020345610844369863,10,2,5,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9545454545454545,0.8916083916083917,0.7945454545454546,0.9654545454545455,0.86996336996337,0.8952234432234432,0.06203016371316995,8
0.25722446441650393,0.01025016857996883,0.006860971450805664,0.002779533224963726,10,2,5,300,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.958041958041958,0.8881118881118881,0.7981818181818182,0.9654545454545455,0.8644688644688644,0.8948518148518149,0.06211501961291185,13
0.0840529441833496,0.014576403247884954,0.0025618553161621095,0.0001246985603791357,10,2,10,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.9562937062937062,0.8916083916083917,0.7781818181818182,0.96,0.86996336996337,0.8912094572094572,0.06662567194762592,41
0.15642409324645995,0.015116378231656118,0.008973026275634765,0.0035646513578766843,10,2,10,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.9615384615384615,0.8968531468531469,0.7854545454545455,0.9618181818181818,0.8626373626373626,0.8936603396603398,0.06623298860561821,20
0.22152976989746093,0.023845133312018516,0.010197591781616212,0.0020251224449048325,10,2,10,300,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",0.9615384615384615,0.8968531468531469,0.78,0.9636363636363636,0.8608058608058607,0.8925667665667666,0.06856586244030323,30
